model,case_id,trace_id,base_is_correct,converge_token_frac_tvd,drop_fraction,width,width_of_descent
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,0.9203703703703704,0.65,0.29814814814814816,0.323943661971831
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,0.9203703703703704,0.7,0.4444444444444445,0.482897384305835
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,0.9203703703703704,0.75,0.4444444444444445,0.482897384305835
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,0.9203703703703704,0.8,0.4703703703703704,0.5110663983903421
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,0.9203703703703704,0.85,0.5,0.5432595573440644
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,0.9203703703703704,0.9,0.5,0.5432595573440644
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,0.9203703703703704,0.95,0.5,0.5432595573440644
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,0.9203703703703704,1.0,0.5,0.5432595573440644
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,9e81d999ae819b1ffb1d10d749cc1e31a5ef82615f96197d78f256d47a917d2b,False,0.8052805280528053,0.05,0.0726072607260726,0.0901639344262295
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,9e81d999ae819b1ffb1d10d749cc1e31a5ef82615f96197d78f256d47a917d2b,False,0.8052805280528053,0.1,0.0726072607260726,0.0901639344262295
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,9e81d999ae819b1ffb1d10d749cc1e31a5ef82615f96197d78f256d47a917d2b,False,0.8052805280528053,0.15,0.0726072607260726,0.0901639344262295
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,9e81d999ae819b1ffb1d10d749cc1e31a5ef82615f96197d78f256d47a917d2b,False,0.8052805280528053,0.2,0.0726072607260726,0.0901639344262295
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,9e81d999ae819b1ffb1d10d749cc1e31a5ef82615f96197d78f256d47a917d2b,False,0.8052805280528053,0.25,0.0726072607260726,0.0901639344262295
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,9e81d999ae819b1ffb1d10d749cc1e31a5ef82615f96197d78f256d47a917d2b,False,0.8052805280528053,0.3,0.0726072607260726,0.0901639344262295
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,9e81d999ae819b1ffb1d10d749cc1e31a5ef82615f96197d78f256d47a917d2b,False,0.8052805280528053,0.35,0.0726072607260726,0.0901639344262295
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,9e81d999ae819b1ffb1d10d749cc1e31a5ef82615f96197d78f256d47a917d2b,False,0.8052805280528053,0.4,0.0726072607260726,0.0901639344262295
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,9e81d999ae819b1ffb1d10d749cc1e31a5ef82615f96197d78f256d47a917d2b,False,0.8052805280528053,0.45,0.0726072607260726,0.0901639344262295
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,9e81d999ae819b1ffb1d10d749cc1e31a5ef82615f96197d78f256d47a917d2b,False,0.8052805280528053,0.5,0.0726072607260726,0.0901639344262295
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,9e81d999ae819b1ffb1d10d749cc1e31a5ef82615f96197d78f256d47a917d2b,False,0.8052805280528053,0.55,0.15181518151815176,0.18852459016393436
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,9e81d999ae819b1ffb1d10d749cc1e31a5ef82615f96197d78f256d47a917d2b,False,0.8052805280528053,0.6,0.15181518151815176,0.18852459016393436
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,9e81d999ae819b1ffb1d10d749cc1e31a5ef82615f96197d78f256d47a917d2b,False,0.8052805280528053,0.65,0.15181518151815176,0.18852459016393436
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,9e81d999ae819b1ffb1d10d749cc1e31a5ef82615f96197d78f256d47a917d2b,False,0.8052805280528053,0.7,0.15181518151815176,0.18852459016393436
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,9e81d999ae819b1ffb1d10d749cc1e31a5ef82615f96197d78f256d47a917d2b,False,0.8052805280528053,0.75,0.15181518151815176,0.18852459016393436
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,9e81d999ae819b1ffb1d10d749cc1e31a5ef82615f96197d78f256d47a917d2b,False,0.8052805280528053,0.8,0.15181518151815176,0.18852459016393436
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,9e81d999ae819b1ffb1d10d749cc1e31a5ef82615f96197d78f256d47a917d2b,False,0.8052805280528053,0.85,0.15181518151815176,0.18852459016393436
